Bank,Category,Metric,Unit,Year,Value
BRAC Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2023,63782
BRAC Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2022,58418
BRAC Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2021,54419
BRAC Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2020,46955
BRAC Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2019,38919
BRAC Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2018,31638
BRAC Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2017,25991
BRAC Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2016,21441
BRAC Bank Ltd,BALANCE SHEET,Shareholders' Equity,Tk mn,2015,18815
BRAC Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2025,11778
BRAC Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2024,13461
BRAC Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2023,17719
BRAC Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2022,15235
BRAC Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2021,13997
BRAC Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2020,11380
BRAC Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2019,15038
BRAC Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2018,13538
BRAC Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2017,12147
BRAC Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2016,10806
BRAC Bank Ltd,INCOME STATEMENT,Net Interest Income,Tk mn,2015,8716
BRAC Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2025,8233
BRAC Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2024,9524
BRAC Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2023,6317
BRAC Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2022,6152
BRAC Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2021,3586
BRAC Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2020,2672
BRAC Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2019,3279
BRAC Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2018,2666
BRAC Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2017,2981
BRAC Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2016,2661
BRAC Bank Ltd,INCOME STATEMENT,Non-Interest Income,Tk mn,2015,3960
BRAC Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2025,15809
BRAC Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2024,12136
BRAC Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2023,7304
BRAC Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2022,5763
BRAC Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2021,5547
BRAC Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2020,4541
BRAC Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2019,5646
BRAC Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2018,5547
BRAC Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2017,5250
BRAC Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2016,4460
BRAC Bank Ltd,INCOME STATEMENT,Net Profit After Tax,Tk mn,2015,2435
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2025,7.94
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2024,6.1
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2023,4.13
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2022,3.58
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2021,3.71
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2020,3.42
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2019,4.26
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2018,4.5
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2017,4.91
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2016,5.23
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,EPS,BDT,2015,3.43
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2025,1.5
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2024,1.46
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2023,1.13
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2022,1.14
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2021,1.31
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2020,1.18
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2019,1.64
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2018,1.87
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2017,2.02
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2016,1.89
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROA %,%,2015,1.13
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2025,18.02
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2024,17.36
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2023,11.95
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2022,10.22
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2021,11
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2020,10.58
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2019,15.6
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2018,19.25
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2017,22.14
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2016,22.16
BRAC Bank Ltd,PER-SHARE & PROFITABILITY,ROE %,%,2015,13.32
BRAC Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2025,63.48
BRAC Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2024,70.75
BRAC Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2023,74.29
BRAC Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2022,79.94
BRAC Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2021,81.86
BRAC Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2020,76.69
BRAC Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2019,82.1
BRAC Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2018,82.78
BRAC Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2017,83.39
BRAC Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2016,83.47
BRAC Bank Ltd,ASSET QUALITY,Loan-Deposit Ratio %,%,2015,82.24
BRAC Bank Ltd,ASSET QUALITY,NPL % (gross),%,2025,2.27
BRAC Bank Ltd,ASSET QUALITY,NPL % (gross),%,2024,2.63
BRAC Bank Ltd,ASSET QUALITY,NPL % (gross),%,2023,3.38
BRAC Bank Ltd,ASSET QUALITY,NPL % (gross),%,2022,3.72
BRAC Bank Ltd,ASSET QUALITY,NPL % (gross),%,2021,3.9
BRAC Bank Ltd,ASSET QUALITY,NPL % (gross),%,2020,2.93
BRAC Bank Ltd,ASSET QUALITY,NPL % (gross),%,2019,3.99
BRAC Bank Ltd,ASSET QUALITY,NPL % (gross),%,2018,3.1
BRAC Bank Ltd,ASSET QUALITY,NPL % (gross),%,2017,3.56
BRAC Bank Ltd,ASSET QUALITY,NPL % (gross),%,2016,3.4
BRAC Bank Ltd,ASSET QUALITY,NPL % (gross),%,2015,5.99
BRAC Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2025,120
BRAC Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2024,120
BRAC Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2023,102
BRAC Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2022,99
BRAC Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2021,108
BRAC Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2020,114
BRAC Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2019,65
BRAC Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2018,76
BRAC Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2017,86
BRAC Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2016,94
BRAC Bank Ltd,ASSET QUALITY,Provision Coverage %,%,2015,77.94
BRAC Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2025,19.64
BRAC Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2024,19.05
BRAC Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2023,18.6
BRAC Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2022,19.38
BRAC Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2021,20.42
BRAC Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2020,15.13
BRAC Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2019,16.16
BRAC Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2018,15.7
BRAC Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2017,11.97
BRAC Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2016,12.06
BRAC Bank Ltd,CAPITAL & EFFICIENCY,CRAR % (Group),%,2015,12.29
BRAC Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2025,52
BRAC Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2024,57
BRAC Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2023,66
BRAC Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2022,70
BRAC Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2021,68
BRAC Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2020,71
BRAC Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2019,68
BRAC Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2018,64
BRAC Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2017,60
BRAC Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2016,57
BRAC Bank Ltd,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2015,56.29
BRAC Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2025,16587
BRAC Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2024,16394.7
BRAC Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2023,17557.5
BRAC Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2022,15277.2
BRAC Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2021,12527.3
BRAC Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2020,8000.8
BRAC Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2019,10537.2
BRAC Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2018,7378.3
BRAC Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2017,7211.1
BRAC Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2016,5902.8
BRAC Bank Ltd,DERIVED METRICS,Estimated NPL amount (NPL% x Loans),Tk mn,2015,8831.3
BRAC Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2025,1.41
BRAC Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2024,1.76
BRAC Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2023,2.42
BRAC Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2022,2.71
BRAC Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2021,2.79
BRAC Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2020,2.01
BRAC Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2019,2.85
BRAC Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2018,2.34
BRAC Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2017,2.58
BRAC Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2016,2.37
BRAC Bank Ltd,DERIVED METRICS,NPL / Total Assets % (estimated),%,2015,3.93
BRAC Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2025,30.26
BRAC Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2024,66.16
BRAC Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2023,26.75
BRAC Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2022,3.89
BRAC Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2021,22.16
BRAC Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2020,-19.57
BRAC Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2019,1.78
BRAC Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2018,5.66
BRAC Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2017,17.71
BRAC Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2016,83.16
BRAC Bank Ltd,DERIVED METRICS,YoY NPAT growth %,%,2015,N/A
BRAC Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2025,31.54
BRAC Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2024,18.84
BRAC Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2023,9.18
BRAC Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2022,7.35
BRAC Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2021,15.89
BRAC Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2020,20.65
BRAC Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2019,23.02
BRAC Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2018,21.73
BRAC Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2017,21.22
BRAC Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2016,13.96
BRAC Bank Ltd,DERIVED METRICS,YoY Equity growth %,%,2015,N/A
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Assets,Tk mn,2025,817797.6
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Assets,Tk mn,2024,679875.5
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Assets,Tk mn,2023,593883.1
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Assets,Tk mn,2022,555473.6
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Assets,Tk mn,2021,514399.8
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Assets,Tk mn,2020,472355.4
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Assets,Tk mn,2019,390362
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Assets,Tk mn,2018,346468.8
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Assets,Tk mn,2017,311906.8
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Assets,Tk mn,2016,264797.4
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Assets,Tk mn,2015,244057.6
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),"Loans & Advances, gross",Tk mn,2025,450503.8
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),"Loans & Advances, gross",Tk mn,2024,428689.4
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),"Loans & Advances, gross",Tk mn,2023,412073
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),"Loans & Advances, gross",Tk mn,2022,364000.8
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),"Loans & Advances, gross",Tk mn,2021,319448.1
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),"Loans & Advances, gross",Tk mn,2020,273382.9
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),"Loans & Advances, gross",Tk mn,2019,256239.7
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),"Loans & Advances, gross",Tk mn,2018,231553.9
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),"Loans & Advances, gross",Tk mn,2017,207257.4
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),"Loans & Advances, gross",Tk mn,2016,173397.8
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),"Loans & Advances, gross",Tk mn,2015,152270
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Deposits,Tk mn,2025,622057.8
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Deposits,Tk mn,2024,521872.5
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Deposits,Tk mn,2023,472590.1
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Deposits,Tk mn,2022,438131.3
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Deposits,Tk mn,2021,401500.3
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Deposits,Tk mn,2020,362611
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Deposits,Tk mn,2019,302159.2
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Deposits,Tk mn,2018,262467.7
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Deposits,Tk mn,2017,233796.4
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Deposits,Tk mn,2016,207234
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Total Deposits,Tk mn,2015,186765
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Shareholders' Equity,Tk mn,2025,60070.5
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Shareholders' Equity,Tk mn,2024,51608.2
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Shareholders' Equity,Tk mn,2023,48172.8
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Shareholders' Equity,Tk mn,2022,41638.8
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Shareholders' Equity,Tk mn,2021,36966.4
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Shareholders' Equity,Tk mn,2020,32256.7
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Shareholders' Equity,Tk mn,2019,27443.3
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Shareholders' Equity,Tk mn,2018,23086
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Shareholders' Equity,Tk mn,2017,19482.2
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Shareholders' Equity,Tk mn,2016,17672.7
Dutch-Bangla Bank PLC,BALANCE SHEET (mn Taka),Shareholders' Equity,Tk mn,2015,16754.3
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Interest Income,Tk mn,2025,19871.9
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Interest Income,Tk mn,2024,29256.2
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Interest Income,Tk mn,2023,N/A
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Interest Income,Tk mn,2022,N/A
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Interest Income,Tk mn,2021,N/A
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Interest Income,Tk mn,2020,14129.7
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Interest Income,Tk mn,2019,17784
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Interest Income,Tk mn,2018,N/A
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Interest Income,Tk mn,2017,N/A
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Interest Income,Tk mn,2016,9963.5
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Interest Income,Tk mn,2015,9788
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Non-Interest Income,Tk mn,2025,10078.5
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Non-Interest Income,Tk mn,2024,7258.4
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Non-Interest Income,Tk mn,2023,N/A
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Non-Interest Income,Tk mn,2022,N/A
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Non-Interest Income,Tk mn,2021,N/A
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Non-Interest Income,Tk mn,2020,5340.8
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Non-Interest Income,Tk mn,2019,5749.7
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Non-Interest Income,Tk mn,2018,N/A
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Non-Interest Income,Tk mn,2017,N/A
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Non-Interest Income,Tk mn,2016,3895.8
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Non-Interest Income,Tk mn,2015,3761.4
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Profit After Tax,Tk mn,2025,9647.7
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Profit After Tax,Tk mn,2024,4734.8
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Profit After Tax,Tk mn,2023,8017.4
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Profit After Tax,Tk mn,2022,5661.7
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Profit After Tax,Tk mn,2021,5561.1
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Profit After Tax,Tk mn,2020,5498.7
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Profit After Tax,Tk mn,2019,4341.4
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Profit After Tax,Tk mn,2018,4201.4
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Profit After Tax,Tk mn,2017,2455.2
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Profit After Tax,Tk mn,2016,1775.2
Dutch-Bangla Bank PLC,INCOME STATEMENT (mn Taka),Net Profit After Tax,Tk mn,2015,3020.3
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,EPS (Taka),BDT,2025,9.98
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,EPS (Taka),BDT,2024,5.39
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,EPS (Taka),BDT,2023,10.72
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,EPS (Taka),BDT,2022,8.14
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,EPS (Taka),BDT,2021,8.8
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,EPS (Taka),BDT,2020,10
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,EPS (Taka),BDT,2019,8.7
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,EPS (Taka),BDT,2018,21
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,EPS (Taka),BDT,2017,12.3
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,EPS (Taka),BDT,2016,8.9
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,EPS (Taka),BDT,2015,15.1
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2025,0.013
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2024,0.007
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2023,0.014
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2022,0.011
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2021,0.011
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2020,0.013
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2019,0.012
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2018,0.013
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2017,0.009
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2016,0.007
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2015,0.013
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2025,0.173
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2024,0.095
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2023,0.179
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2022,0.144
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2021,0.161
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2020,0.184
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2019,0.172
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2018,0.197
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2017,0.132
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2016,0.103
Dutch-Bangla Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2015,0.193
Dutch-Bangla Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2025,0.68
Dutch-Bangla Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2024,0.779
Dutch-Bangla Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2023,0.826
Dutch-Bangla Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2022,0.765
Dutch-Bangla Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2021,0.718
Dutch-Bangla Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2020,0.643
Dutch-Bangla Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2019,0.739
Dutch-Bangla Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2018,0.772
