Bank,Category,Metric,Unit,Year,Value
Southeast Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2018,267671.63
Southeast Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2017,234316.72
Southeast Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2016,191865.59
Southeast Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2015,168878.46
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2025,439234.9
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2024,411343.9
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2023,386402.44
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2022,371143.44
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2021,376700.77
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2020,359535.94
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2019,329250.27
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2018,298334.79
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2017,269828.08
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2016,229973.43
Southeast Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2015,210431.09
Southeast Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2025,34418.82
Southeast Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2024,31543.57
Southeast Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2023,32044.73
Southeast Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2022,30755.56
Southeast Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2021,29987.33
Southeast Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2020,29703.77
Southeast Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2019,30499.46
Southeast Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2018,28116.66
Southeast Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2017,25823.65
Southeast Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2016,26523.56
Southeast Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2015,27206.66
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2025,2115.55
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2024,4021.2
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2023,2661.03
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2022,3144.32
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2021,2921.56
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2020,2481.41
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2019,4256.99
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2018,5199.94
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2017,4027.69
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2016,4207.21
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2015,3138.46
Southeast Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2025,17702.47
Southeast Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2024,15142.09
Southeast Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2023,14118.37
Southeast Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2022,14443.01
Southeast Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2021,11751.22
Southeast Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2020,11289.14
Southeast Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2019,4844.75
Southeast Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2018,4632.22
Southeast Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2017,4334.7
Southeast Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2016,3565.64
Southeast Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2015,8465.93
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2025,3350.33
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2024,432.64
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2023,2133.83
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2022,1752.38
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2021,1784.3
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2020,2149.1
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2019,2508.56
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2018,2473.21
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2017,1168.63
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2016,2435.07
Southeast Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2015,3069.42
Southeast Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2025,2.51
Southeast Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2024,0.32
Southeast Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2023,1.66
Southeast Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2022,1.42
Southeast Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2021,1.5
Southeast Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2020,1.81
Southeast Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2019,2.11
Southeast Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2018,2.13
Southeast Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2017,1.11
Southeast Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2016,2.66
Southeast Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2015,3.35
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2025,0.0061
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2024,0.0009
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2023,0.0042
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2022,0.0036
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2021,0.0037
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2020,0.0047
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2019,0.0062
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2018,0.0069
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2017,0.0037
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2016,0.0088
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2015,0.0123
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2025,0.1016
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2024,0.0136
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2023,0.068
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2022,0.0577
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2021,0.0598
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2020,0.0714
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2019,0.0856
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2018,0.0917
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2017,0.0446
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2016,0.0906
Southeast Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2015,0.1186
Southeast Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2025,0.8332
Southeast Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2024,0.8549
Southeast Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2023,0.8581
Southeast Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2022,0.8486
Southeast Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2021,0.787
Southeast Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2020,0.8026
Southeast Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2019,0.8163
Southeast Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2018,0.8155
Southeast Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2017,0.8212
Southeast Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2016,0.8343
Southeast Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2015,0.8025
Southeast Bank PLC,ASSET QUALITY,NPL % (gross),%,2025,0.0751
Southeast Bank PLC,ASSET QUALITY,NPL % (gross),%,2024,0.1482
Southeast Bank PLC,ASSET QUALITY,NPL % (gross),%,2023,0.0965
Southeast Bank PLC,ASSET QUALITY,NPL % (gross),%,2022,0.0654
Southeast Bank PLC,ASSET QUALITY,NPL % (gross),%,2021,0.0481
Southeast Bank PLC,ASSET QUALITY,NPL % (gross),%,2020,0.031
Southeast Bank PLC,ASSET QUALITY,NPL % (gross),%,2019,0.0487
Southeast Bank PLC,ASSET QUALITY,NPL % (gross),%,2018,0.0587
Southeast Bank PLC,ASSET QUALITY,NPL % (gross),%,2017,0.0599
Southeast Bank PLC,ASSET QUALITY,NPL % (gross),%,2016,0.0489
Southeast Bank PLC,ASSET QUALITY,NPL % (gross),%,2015,0.0425
Southeast Bank PLC,ASSET QUALITY,Provision Coverage %,%,2025,0.8061
Southeast Bank PLC,ASSET QUALITY,Provision Coverage %,%,2024,0.5968
Southeast Bank PLC,ASSET QUALITY,Provision Coverage %,%,2023,0.8949
Southeast Bank PLC,ASSET QUALITY,Provision Coverage %,%,2022,1.2767
Southeast Bank PLC,ASSET QUALITY,Provision Coverage %,%,2021,1.6355
Southeast Bank PLC,ASSET QUALITY,Provision Coverage %,%,2020,2.4011
Southeast Bank PLC,ASSET QUALITY,Provision Coverage %,%,2019,1.306
Southeast Bank PLC,ASSET QUALITY,Provision Coverage %,%,2018,0.8537
Southeast Bank PLC,ASSET QUALITY,Provision Coverage %,%,2017,0.7255
Southeast Bank PLC,ASSET QUALITY,Provision Coverage %,%,2016,0.6653
Southeast Bank PLC,ASSET QUALITY,Provision Coverage %,%,2015,0.323
Southeast Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2025,0.1361
Southeast Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2024,0.1164
Southeast Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2023,0.1341
Southeast Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2022,0.1275
Southeast Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2021,0.1386
Southeast Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2020,0.1435
Southeast Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2019,0.1152
Southeast Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2018,0.1238
Southeast Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2017,0.1084
Southeast Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2016,0.1215
Southeast Bank PLC,CAPITAL & EFFICIENCY,CRAR % (Group),%,2015,0.1152
Southeast Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2025,0.3956
Southeast Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2024,0.3883
Southeast Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2023,0.4721
Southeast Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2022,0.407
Southeast Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2021,0.409
Southeast Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2020,0.3998
Southeast Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2019,0.3758
Southeast Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2018,0.3461
Southeast Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2017,0.3496
Southeast Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2016,0.3384
Southeast Bank PLC,CAPITAL & EFFICIENCY,Cost-to-Income Ratio % (Group),%,2015,0.3077
Southeast Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2025,28127.54
Southeast Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2024,54813.65
Southeast Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2023,33899.63
Southeast Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2022,22570.29
Southeast Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2021,16035.56
Southeast Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2020,9939.76
Southeast Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2019,14375.29
Southeast Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2018,15558.85
Southeast Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2017,13878.53
Southeast Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2016,9257.79
Southeast Bank PLC,DERIVED METRICS,Estimated NPL amount,Tk mn,2015,7193.82
Southeast Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2025,0.0507
Southeast Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2024,0.1004
Southeast Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2023,0.0664
Southeast Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2022,0.0458
Southeast Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2021,0.0323
Southeast Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2020,0.0214
Southeast Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2019,0.034
Southeast Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2018,0.0408
Southeast Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2017,0.0409
Southeast Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2016,0.0317
Southeast Bank PLC,DERIVED METRICS,NPL / Total Assets %,%,2015,0.0276
Southeast Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2025,6.7442
Southeast Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2024,-0.7972
Southeast Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2023,0.2177
Southeast Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2022,-0.0179
Southeast Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2021,-0.1698
Southeast Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2020,-0.1433
Southeast Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2019,0.0143
Southeast Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2018,1.1163
Southeast Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2017,-0.52
Southeast Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2016,N/A
Southeast Bank PLC,DERIVED METRICS,YoY NPAT growth %,%,2015,−20.00%
Southeast Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2025,0.0911
Southeast Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2024,-0.0156
Southeast Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2023,0.0419
Southeast Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2022,0.0256
Southeast Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2021,0.0095
Southeast Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2020,-0.0261
Southeast Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2019,0.0848
Southeast Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2018,0.0888
Southeast Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2017,-0.0264
Southeast Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2016,N/A
Southeast Bank PLC,DERIVED METRICS,YoY Equity growth %,%,2015,0.1085
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2025,1180136.62
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2024,981203.16
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2023,814866.57
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2022,712755.71
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2021,629481.34
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2020,565032.07
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2019,478074.84
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2018,409744.09
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2017,368314.62
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2016,320361.89
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Assets,Tk mn,2015,N/A
Pubali Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2025,711406.26
Pubali Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2024,629254.27
Pubali Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2023,554495.5
Pubali Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2022,461884.13
Pubali Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2021,376656.43
Pubali Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2020,315578.9
Pubali Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2019,287034.67
Pubali Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2018,270909.51
Pubali Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2017,239539.6
Pubali Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2016,203011.23
Pubali Bank PLC,BALANCE SHEET (BDT million),Loans & Advances,Tk mn,2015,N/A
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2025,895194.94
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2024,745231.77
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2023,606296.41
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2022,510836.52
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2021,462400.22
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2020,429343.02
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2019,359418.89
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2018,308899.77
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2017,271605.83
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2016,247278.5
Pubali Bank PLC,BALANCE SHEET (BDT million),Total Deposits,Tk mn,2015,N/A
Pubali Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2025,69611.97
Pubali Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2024,52605.95
Pubali Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2023,46844.04
Pubali Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2022,42486.09
Pubali Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2021,39453.55
Pubali Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2020,38808.04
Pubali Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2019,32271.71
Pubali Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2018,27377.1
Pubali Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2017,24420.31
Pubali Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2016,25144.4
Pubali Bank PLC,BALANCE SHEET (BDT million),Shareholders' Equity,Tk mn,2015,N/A
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2025,9495.7
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2024,15081.43
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2023,10019.77
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2022,6572.6
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2021,836.88
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2020,2865.04
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2019,8368.88
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2018,9021.49
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2017,7855.9
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2016,7144.23
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Interest Income,Tk mn,2015,N/A
Pubali Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2025,7126.15
Pubali Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2024,6545.02
Pubali Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2023,4897.96
Pubali Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2022,4881.74
Pubali Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2021,3616.72
Pubali Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2020,15458.99
Pubali Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2019,10041
Pubali Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2018,8237.97
Pubali Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2017,8293.92
Pubali Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2016,6804.81
Pubali Bank PLC,INCOME STATEMENT (BDT million),Non-Interest Income,Tk mn,2015,N/A
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2025,10795.56
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2024,7624.52
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2023,6808.47
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2022,5321.77
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2021,3904.55
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2020,3669.51
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2019,2143.27
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2018,3424.06
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2017,-281.2
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2016,1334.95
Pubali Bank PLC,INCOME STATEMENT (BDT million),Net Profit After Tax,Tk mn,2015,N/A
Pubali Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2025,8.3
Pubali Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2024,5.86
Pubali Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2023,5.89
Pubali Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2022,5.18
Pubali Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2021,3.8
Pubali Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2020,3.57
Pubali Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2019,2.08
Pubali Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2018,3.33
Pubali Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2017,-0.28
Pubali Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2016,1.4
Pubali Bank PLC,PER-SHARE & PROFITABILITY,EPS,BDT,2015,N/A
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2025,0.01
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2024,0.0085
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2023,0.0089
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2022,0.0079
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2021,0.0065
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2020,0.0065
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2019,0.0045
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2018,0.0084
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2017,-0.0008
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2016,0.0042
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROA %,%,2015,N/A
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2025,0.1551
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2024,0.1457
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2023,0.1526
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2022,0.1253
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2021,0.0982
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2020,0.0946
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2019,0.0751
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2018,0.1251
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2017,-0.0115
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2016,0.0531
Pubali Bank PLC,PER-SHARE & PROFITABILITY,ROE %,%,2015,N/A
Pubali Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2025,0.7253
Pubali Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2024,0.7732
Pubali Bank PLC,ASSET QUALITY,Loan-Deposit Ratio %,%,2023,0.8685
